Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.06,41.71,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Khagaria,North,India,2013-08-14,2013-08-14,200.1189,14,567.62
High,0.08,178.47,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Aurangabad,West,India,2013-08-15,2013-08-16,1825.2500999999997,15,2645.29
High,0.02,3.28,5.0,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-08-16,2013-08-18,-89.06,52,190.52
High,0.1,6.48,5.74,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Jalaun,North,India,2013-08-16,2013-08-18,-146.944,10,65.86
Critical,0.05,65.99,5.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Telangana,Nizamabad,South,India,2013-08-16,2013-08-18,202.97303999999997,12,661.28
Critical,0.05,70.98,30.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Haryana,Karnal,North,India,2013-08-16,2013-08-18,-162.15032000000002,9,640.97
High,0.05,4.98,4.7,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Haryana,Karnal,North,India,2013-08-16,2013-08-18,-14.992640000000002,9,46.63
High,0.1,15.14,4.53,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Chhattisgarh,Rajnandgaon,North,India,2013-08-17,2013-08-19,46.47,20,280.21
High,0.03,4.71,0.7,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Bihar,Sheohar,North,India,2013-08-17,2013-08-24,14.01064,24,116.58
Low,0.09,7.99,5.03,Express Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Bihar,Jhanjharpur,North,India,2013-08-18,2013-08-25,-111.90486999999999,48,338.71
High,0.07,22.38,15.1,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Shahjahanpur,North,India,2013-08-18,2013-08-20,-57.283248000000015,17,364.92
Medium,0.03,29.99,5.5,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Shahjahanpur,North,India,2013-08-18,2013-08-19,338.22536,18,541.6
High,0.07,55.98,13.88,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Godda,North,India,2013-08-18,2013-08-23,-338.282,1,62.13
High,0.08,89.83,35.0,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Large Box,Tamil Nadu,Ramanathapuram,South,India,2013-08-18,2013-08-20,-437.6231200000001,21,1874.5
High,0.05,6.48,7.37,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Gujarat,Surendranagar,West,India,2013-08-18,2013-08-19,-20.212080000000004,7,51.02
High,0.07,39.98,9.2,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-08-19,2013-08-20,215.11,92,3507.5
Low,0.03,179.29,29.21,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Vijayawada,South,India,2013-08-19,2013-08-24,144.31431999999998,18,3145.43
High,0.04,6.84,8.37,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Tamil Nadu,Sivaganga,South,India,2013-08-19,2013-08-20,-117.25296000000003,24,161.87
Not Specified,0.07,125.99,7.69,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sivaganga,South,India,2013-08-19,2013-08-20,139.258512,10,995.95
High,0.09,7.31,0.49,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Gujarat,Patan,West,India,2013-08-19,2013-08-19,-1.2168800000000002,2,14.37
High,0.03,7.28,1.77,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Gujarat,Patan,West,India,2013-08-19,2013-08-21,91.8252,18,133.08
High,0.08,42.76,6.22,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,2013-08-20,2013-08-21,449.41216000000003,21,845.76
High,0.04,9.78,5.76,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Saharanpur,North,India,2013-08-20,2013-08-23,-2.8959200000000003,6,61.47
Critical,0.0001,9.48,7.29,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Saharanpur,North,India,2013-08-20,2013-08-21,-7.343680000000001,2,23.93
Critical,0.05,110.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Saharanpur,North,India,2013-08-20,2013-08-22,1236.3625439999998,20,1850.18
High,0.09,140.98,53.48,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Guna,West,India,2013-08-20,2013-08-21,-115.01424,2,297.37
High,0.0001,1.14,0.7,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Shahjahanpur,North,India,2013-08-21,2013-08-21,-0.37736000000000003,4,5.23
High,0.01,48.91,35.0,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Jharkhand,Ranchi,North,India,2013-08-21,2013-08-23,-477.94128,22,1136.43
Low,0.08,31.76,45.51,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Chhattisgarh,Mahasamund,North,India,2013-08-21,2013-08-28,-466.17104000000006,16,491.0
High,0.03,6.48,7.49,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Mahasamund,North,India,2013-08-22,2013-08-24,-65.6988,22,144.88
High,0.05,376.13,85.63,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Arani,South,India,2013-08-24,2013-08-26,654.2586,2,807.49
Critical,0.06,205.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bhilwara,West,India,2013-08-26,2013-08-28,-2469.2467800000004,11,1900.97
High,0.05,55.99,5.0,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Aligarh,North,India,2013-08-26,2013-08-28,-218.97609999999997,23,1062.84
High,0.08,110.98,35.0,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Karnataka,Tumkur,South,India,2013-08-26,2013-08-28,-154.89568000000003,5,550.37
Medium,0.06,155.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Assam,Kokrajhar,East,India,2013-08-27,2013-08-29,97.96888799999999,7,924.8
Not Specified,0.05,9.65,6.22,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,2013-08-28,2013-08-29,-28.16,66,665.9
Medium,0.07,218.75,69.64,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,West Bengal,Asansol,East,India,2013-08-28,2013-08-30,-293.11544000000004,10,1705.65
Medium,0.08,209.37,69.0,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,West Bengal,Asansol,East,India,2013-08-28,2013-08-30,-687.4651200000001,25,4111.71
High,0.04,22.98,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Churu,West,India,2013-08-28,2013-08-30,116.9392,8,183.55
High,0.02,5.68,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Rajasthan,Churu,West,India,2013-08-28,2013-08-30,50.2803,12,72.87
High,0.01,19.98,5.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Dhar,West,India,2013-08-28,2013-08-30,-2299.71,23,489.72
High,0.09,6.48,8.19,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Jalaun,North,India,2013-08-29,2013-09-01,2.527200000000003,8,56.59
Low,0.05,30.73,4.0,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Amroha,North,India,2013-08-29,2013-09-07,-42.13712,6,189.42
High,0.09,54.96,10.75,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Namakkal,South,India,2013-08-30,2013-08-31,511.1381999999999,14,740.78
High,0.02,4.13,1.17,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Jharkhand,Jamshedpur,North,India,2013-08-30,2013-09-01,34.561679999999996,23,96.48
High,0.03,5.28,8.16,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Mainpuri,North,India,2013-08-30,2013-08-31,-326.1874,23,125.5
Critical,0.06,95.98,58.2,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Tiruchchirappalli,South,India,2013-08-30,2013-09-01,-336.38464000000005,15,1396.96
Low,0.06,19.23,6.15,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Assam,Jorhat,East,India,2013-08-31,2013-08-31,16.152,1,21.15
Not Specified,0.03,7.99,5.03,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Medium Box,West Bengal,Baharampur,East,India,2013-09-01,2013-09-03,320.57399999999996,22,148.67
High,0.0001,2.89,0.5,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Kerala,Palghat,South,India,2013-09-02,2013-09-03,19.409699999999997,7,28.13
High,0.02,90.48,19.99,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,West Bengal,Asansol,East,India,2013-09-03,2013-09-05,799.1028,13,1209.22
High,0.08,3.8,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Nagina,North,India,2013-09-03,2013-09-03,-2.44398,3,11.45
High,0.03,15.57,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Uttar Pradesh,Nagina,North,India,2013-09-03,2013-09-10,93.79169999999999,9,135.93
Medium,0.0001,376.13,85.63,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Kairana,North,India,2013-09-04,2013-09-05,426.0816,20,7867.42
Not Specified,0.07,286.85,61.76,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Bapatla,South,India,2013-09-04,2013-09-06,-32.48,23,5082.26
Not Specified,0.0001,442.14,14.7,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,2013-09-05,2013-09-05,501.51,23,10779.37
Medium,0.03,218.75,69.64,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Hardoi,North,India,2013-09-05,2013-09-07,25.002,4,765.16
Not Specified,0.0001,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Small Box,Uttar Pradesh,Sambhal,North,India,2013-09-06,2013-09-08,-51.617999999999995,26,2792.12
Low,0.06,270.97,28.06,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,West Bengal,Tamluk,East,India,2013-09-06,2013-09-08,910.2564000000001,12,2641.14
High,0.05,2.6,2.4,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-09-07,2013-09-09,-17.69,25,71.69
Medium,0.0001,30.42,8.65,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,2013-09-09,2013-09-11,-82.13,2,80.58
High,0.07,39.98,9.83,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Madhya Pradesh,Rewa,West,India,2013-09-09,2013-09-09,179.37,42,1629.12
High,0.0001,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Pali,West,India,2013-09-09,2013-09-10,50.717999999999996,6,43.35
High,0.02,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Karnataka,Gulbarga,South,India,2013-09-09,2013-09-11,-40.012,11,49.23
High,0.02,28.15,6.17,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Orissa,Cuttack,East,India,2013-09-10,2013-09-12,359.1216,25,748.13
High,0.09,12.98,3.14,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Orissa,Cuttack,East,India,2013-09-10,2013-09-12,28.3824,26,311.85
High,0.0001,20.89,11.52,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Telangana,Mahbubnagar,South,India,2013-09-10,2013-09-11,82.482,1,26.65
Critical,0.01,500.98,28.14,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Thane,West,India,2013-09-11,2013-09-12,-610.722,5,2579.05
Low,0.04,13.79,8.78,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Khammam,South,India,2013-09-12,2013-09-12,-105.35,8,118.77
High,0.08,48.91,5.81,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Khammam,South,India,2013-09-12,2013-09-12,-16.5186,2,95.67
Not Specified,0.05,204.1,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Telangana,Karimnagar,South,India,2013-09-12,2013-09-13,177.36,22,4393.66
High,0.0001,85.99,0.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Wrap Bag,Madhya Pradesh,Shahdol,West,India,2013-09-13,2013-09-14,871.4838,16,1263.02
High,0.05,60.22,3.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,West Bengal,Ghatal,East,India,2013-09-13,2013-09-14,424.1808,13,758.59
Critical,0.0001,20.99,4.81,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Madhya Pradesh,Rewa,West,India,2013-09-14,2013-09-16,-7.766,36,695.92
Critical,0.0001,20.99,4.81,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Chhattisgarh,Raigarh,North,India,2013-09-14,2013-09-16,-7.1447199999999995,9,173.98
High,0.01,2.88,1.49,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Gujarat,Bhavnagar,West,India,2013-09-14,2013-09-16,7.27974,17,50.23
High,0.1,8.69,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Bihar,Munger,North,India,2013-09-14,2013-09-16,-6.8135200000000005,2,18.23
High,0.01,41.94,2.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Ambala,North,India,2013-09-14,2013-09-15,-21.123199999999997,21,898.09
High,0.05,6.48,8.73,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Vidisha,West,India,2013-09-16,2013-09-16,-151.69879999999998,18,119.86
High,0.03,7.64,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Uttar Pradesh,Jaunpur,North,India,2013-09-16,2013-09-17,17.0964,4,32.12
High,0.06,33.29,8.74,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Cuddalore,South,India,2013-09-17,2013-09-19,71.6904,15,506.93
High,0.07,15.01,8.4,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Assam,Abhayapuri,East,India,2013-09-18,2013-09-20,17.89182,26,396.34
High,0.06,8.56,5.16,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Assam,Abhayapuri,East,India,2013-09-18,2013-09-20,-8.1144,14,122.09
Medium,0.01,4.98,4.62,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Andhra Pradesh,Rajampet,South,India,2013-09-18,2013-09-20,-52.072,8,44.12
High,0.03,4.82,5.24,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Tamil Nadu,Nagapattinam,South,India,2013-09-18,2013-09-19,-101.12200000000001,7,41.13
Medium,0.05,100.97,7.18,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Nagapattinam,South,India,2013-09-18,2013-09-19,77.59800000000001,15,1525.15
High,0.09,3.98,2.97,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Nagapattinam,South,India,2013-09-18,2013-09-18,42.288,2,9.17
Low,0.03,205.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2013-09-19,2013-09-21,-522.995,15,2700.43
High,0.08,10.89,4.5,Express Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,2013-09-19,2013-09-28,-30.97,63,668.98
High,0.07,279.48,35.0,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Gujarat,Bantva,West,India,2013-09-19,2013-09-20,-263.6536,14,3766.84
Medium,0.02,16.98,12.39,Regular Air,Personel Usage,Preserved Food,Marmalade,Large Box,Andhra Pradesh,Nellore,South,India,2013-09-20,2013-09-22,-28.621199999999998,4,74.76
High,0.08,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Maharashtra,Akola,West,India,2013-09-21,2013-09-25,868.995,8,168.15
High,0.05,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Shahdol,West,India,2013-09-22,2013-09-27,-78.3012,13,89.46
High,0.06,37.7,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Uttar Pradesh,Rae Bareli,North,India,2013-09-23,2013-10-02,1131.8481,11,413.21
High,0.07,8.56,5.16,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Rae Bareli,North,India,2013-09-23,2013-09-30,720.1229999999999,23,195.01
Critical,0.03,152.48,6.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Jammu And Kashmir,Udhampur,North,India,2013-09-24,2013-09-25,-9.744,23,3537.9
High,0.1,2.61,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Jammu And Kashmir,Udhampur,North,India,2013-09-24,2013-09-25,163.44,2,5.33
High,0.1,2.88,1.01,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Orissa,Cuttack,East,India,2013-09-24,2013-09-28,0.5292,22,60.42
Low,0.02,125.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Godda,North,India,2013-09-24,2013-09-26,-26.740000000000002,17,1891.19
High,0.09,14.48,6.46,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Telangana,Nizamabad,South,India,2013-09-25,2013-09-27,20.91204,14,195.33
Not Specified,0.01,218.08,18.06,Regular Air,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Large Box,Madhya Pradesh,Tikamgarh,West,India,2013-09-25,2013-09-26,3282.5196,22,4996.96
Critical,0.07,40.89,18.98,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Gujarat,Bharuch,West,India,2013-09-26,2013-09-28,-49.476000000000006,3,123.58
High,0.07,5.74,5.01,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Madhya Pradesh,Mandla,West,India,2013-09-27,2013-10-04,-15.817099999999998,3,19.66
Low,0.01,43.98,1.99,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Mandla,West,India,2013-09-27,2013-10-04,602.8943999999999,19,873.76
High,0.02,4.71,0.7,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Karnataka,Bellary,South,India,2013-09-28,2013-09-29,-2.9716,15,73.75
High,0.05,1.82,1.0,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-09-30,2013-10-02,0.86,84,154.6
High,0.0001,29.74,6.64,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Arani,South,India,2013-09-30,2013-10-05,36.036,16,484.03
High,0.06,4.98,0.8,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Ranchi,North,India,2013-10-01,2013-10-02,69.41399999999999,20,100.6
Medium,0.1,110.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Assam,Silchar,East,India,2013-10-01,2013-10-04,67.779,8,717.04
Not Specified,0.09,35.41,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Haryana,Rohtak,North,India,2013-10-02,2013-10-04,138.1,11,354.46
Not Specified,0.05,3499.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Haryana,Rohtak,North,India,2013-10-02,2013-10-03,-9078.94,2,6849.48
High,0.1,1.88,0.79,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Chhattisgarh,Korba,North,India,2013-10-03,2013-10-04,-20.6563,19,33.53
High,0.06,7.1,6.05,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Himachal Pradesh,Mandi,North,India,2013-10-04,2013-10-04,-51.3015,9,63.27
Not Specified,0.05,17.78,5.03,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Himachal Pradesh,Mandi,North,India,2013-10-04,2013-10-05,89.95,10,174.94
High,0.04,6.48,9.17,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Karnataka,Haveri,South,India,2013-10-04,2013-10-09,-249.27,25,163.49
High,0.09,6.48,6.6,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghazipur,North,India,2013-10-04,2013-10-06,-33.11,13,82.53
High,0.02,15.99,13.18,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Maharashtra,Chandrapur,West,India,2013-10-05,2013-10-05,-30.7395,2,41.69
Critical,0.0001,125.99,7.69,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Maharashtra,Chandrapur,West,India,2013-10-05,2013-10-06,600.417,13,1489.64
High,0.06,3.15,0.49,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Orissa,Jajapur,East,India,2013-10-05,2013-10-07,60.684,22,66.06
Not Specified,0.1,160.98,30.0,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,2013-10-06,2013-10-07,290.66,63,9464.39
High,0.01,7.64,5.83,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-10-06,2013-10-08,-56.51,105,814.36
Medium,0.1,205.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Mainpuri,North,India,2013-10-06,2013-10-08,-187.17999999999998,18,2921.58
High,0.0001,48.92,4.5,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,2013-10-07,2013-10-08,286.98,48,2404.51
Not Specified,0.07,7.38,5.21,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,2013-10-07,2013-10-09,15.97,4,39.8
High,0.01,115.99,5.26,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Dhanbad,North,India,2013-10-07,2013-10-09,1426.257,23,2357.17
High,0.04,55.5,52.2,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Maharashtra,Sangli,West,India,2013-10-07,2013-10-08,49.76,2,143.49
High,0.09,10.89,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Gujarat,Junagadh,West,India,2013-10-08,2013-10-13,-23.226,4,42.68
